age,job,marital,education,id
37,admin.,single,high.school,19491
60,blue-collar,married,unknown,19492
36,services,married,high.school,19493
42,management,divorced,university.degree,19494
31,admin.,married,high.school,19495
53,technician,divorced,professional.course,19496
45,blue-collar,married,basic.4y,19497
37,technician,single,professional.course,19498
47,self-employed,married,professional.course,19499
49,blue-collar,divorced,high.school,19500
36,admin.,married,university.degree,19501
35,services,divorced,high.school,19502
38,unknown,married,unknown,19503
38,services,single,high.school,19504
50,blue-collar,divorced,high.school,19505
59,retired,married,professional.course,19506
43,unknown,married,unknown,19507
42,admin.,married,high.school,19508
40,admin.,married,basic.6y,19509
46,blue-collar,married,unknown,19510
57,housemaid,divorced,basic.4y,19511
42,admin.,married,university.degree,19512
41,blue-collar,married,basic.4y,19513
54,management,divorced,university.degree,19514
27,admin.,single,university.degree,19515
36,admin.,married,high.school,19516
58,blue-collar,married,professional.course,19517
40,management,married,university.degree,19518
34,admin.,single,basic.9y,19519
33,admin.,divorced,high.school,19520
56,retired,married,basic.6y,19521
42,blue-collar,married,basic.9y,19522
43,services,married,high.school,19523
54,management,single,basic.9y,19524
53,admin.,single,basic.6y,19525
42,technician,single,unknown,19526
40,services,married,basic.6y,19527
54,technician,married,professional.course,19528
40,housemaid,single,professional.course,19529
26,admin.,single,university.degree,19530
33,admin.,married,high.school,19531
35,blue-collar,married,basic.9y,19532
36,admin.,married,high.school,19533
29,services,single,high.school,19534
36,blue-collar,married,basic.9y,19535
35,management,married,high.school,19536
33,admin.,married,high.school,19537
33,admin.,married,high.school,19538
27,blue-collar,single,basic.6y,19539
42,technician,married,high.school,19540
43,admin.,divorced,basic.9y,19541
42,admin.,married,university.degree,19542
27,blue-collar,single,basic.6y,19543
34,self-employed,single,university.degree,19544
31,student,single,university.degree,19545
54,management,divorced,university.degree,19546
40,self-employed,married,basic.4y,19547
52,unemployed,married,high.school,19548
47,management,divorced,university.degree,19549
49,housemaid,married,basic.9y,19550
32,admin.,single,high.school,19551
49,housemaid,single,high.school,19552
50,blue-collar,married,basic.9y,19553
34,services,married,high.school,19554
55,blue-collar,married,basic.4y,19555
47,technician,single,basic.9y,19556
51,retired,married,professional.course,19557
47,blue-collar,married,basic.6y,19558
56,technician,married,basic.4y,19559
53,admin.,married,basic.9y,19560
36,blue-collar,married,basic.9y,19561
42,blue-collar,divorced,basic.9y,19562
44,blue-collar,divorced,basic.6y,19563
39,housemaid,married,basic.9y,19564
37,admin.,single,high.school,19565
60,blue-collar,married,unknown,19566
36,services,married,high.school,19567
42,management,divorced,university.degree,19568
31,admin.,married,high.school,19569
53,technician,divorced,professional.course,19570
45,blue-collar,married,basic.4y,19571
37,technician,single,professional.course,19572
47,self-employed,married,professional.course,19573
49,blue-collar,divorced,high.school,19574
36,admin.,married,university.degree,19575
35,services,divorced,high.school,19576
38,unknown,married,unknown,19577
38,services,single,high.school,19578
50,blue-collar,divorced,high.school,19579
59,retired,married,professional.course,19580
43,unknown,married,unknown,19581
42,admin.,married,high.school,19582
40,admin.,married,basic.6y,19583
46,blue-collar,married,unknown,19584
57,housemaid,divorced,basic.4y,19585
42,admin.,married,university.degree,19586
41,blue-collar,married,basic.4y,19587
54,management,divorced,university.degree,19588
27,admin.,single,university.degree,19589
36,admin.,married,high.school,19590
58,blue-collar,married,professional.course,19591
40,management,married,university.degree,19592
34,admin.,single,basic.9y,19593
33,admin.,divorced,high.school,19594
56,retired,married,basic.6y,19595
42,blue-collar,married,basic.9y,19596
43,services,married,high.school,19597
54,management,single,basic.9y,19598
53,admin.,single,basic.6y,19599
42,technician,single,unknown,19600
40,services,married,basic.6y,19601
54,technician,married,professional.course,19602
40,housemaid,single,professional.course,19603
26,admin.,single,university.degree,19604
33,admin.,married,high.school,19605
35,blue-collar,married,basic.9y,19606
36,admin.,married,high.school,19607
29,services,single,high.school,19608
36,blue-collar,married,basic.9y,19609
35,management,married,high.school,19610
33,admin.,married,high.school,19611
33,admin.,married,high.school,19612
27,blue-collar,single,basic.6y,19613
42,technician,married,high.school,19614
43,admin.,divorced,basic.9y,19615
42,admin.,married,university.degree,19616
27,blue-collar,single,basic.6y,19617
34,self-employed,single,university.degree,19618
31,student,single,university.degree,19619
54,management,divorced,university.degree,19620
40,self-employed,married,basic.4y,19621
52,unemployed,married,high.school,19622
47,management,divorced,university.degree,19623
49,housemaid,married,basic.9y,19624
32,admin.,single,high.school,19625
49,housemaid,single,high.school,19626
50,blue-collar,married,basic.9y,19627
34,services,married,high.school,19628
55,blue-collar,married,basic.4y,19629
47,technician,single,basic.9y,19630
51,retired,married,professional.course,19631
47,blue-collar,married,basic.6y,19632
56,technician,married,basic.4y,19633
53,admin.,married,basic.9y,19634
36,blue-collar,married,basic.9y,19635
42,blue-collar,divorced,basic.9y,19636
44,blue-collar,divorced,basic.6y,19637
39,housemaid,married,basic.9y,19638
37,admin.,single,high.school,19639
60,blue-collar,married,unknown,19640
36,services,married,high.school,19641
42,management,divorced,university.degree,19642
31,admin.,married,high.school,19643
53,technician,divorced,professional.course,19644
45,blue-collar,married,basic.4y,19645
37,technician,single,professional.course,19646
47,self-employed,married,professional.course,19647
49,blue-collar,divorced,high.school,19648
36,admin.,married,university.degree,19649
35,services,divorced,high.school,19650
38,unknown,married,unknown,19651
38,services,single,high.school,19652
50,blue-collar,divorced,high.school,19653
59,retired,married,professional.course,19654
43,unknown,married,unknown,19655
42,admin.,married,high.school,19656
40,admin.,married,basic.6y,19657
46,blue-collar,married,unknown,19658
57,housemaid,divorced,basic.4y,19659
42,admin.,married,university.degree,19660
41,blue-collar,married,basic.4y,19661
54,management,divorced,university.degree,19662
27,admin.,single,university.degree,19663
36,admin.,married,high.school,19664
58,blue-collar,married,professional.course,19665
40,management,married,university.degree,19666
34,admin.,single,basic.9y,19667
33,admin.,divorced,high.school,19668
56,retired,married,basic.6y,19669
42,blue-collar,married,basic.9y,19670
43,services,married,high.school,19671
54,management,single,basic.9y,19672
53,admin.,single,basic.6y,19673
42,technician,single,unknown,19674
40,services,married,basic.6y,19675
54,technician,married,professional.course,19676
40,housemaid,single,professional.course,19677
26,admin.,single,university.degree,19678
33,admin.,married,high.school,19679
35,blue-collar,married,basic.9y,19680
36,admin.,married,high.school,19681
29,services,single,high.school,19682
36,blue-collar,married,basic.9y,19683
35,management,married,high.school,19684
33,admin.,married,high.school,19685
33,admin.,married,high.school,19686
27,blue-collar,single,basic.6y,19687
42,technician,married,high.school,19688
43,admin.,divorced,basic.9y,19689
42,admin.,married,university.degree,19690
27,blue-collar,single,basic.6y,19691
34,self-employed,single,university.degree,19692
31,student,single,university.degree,19693
54,management,divorced,university.degree,19694
40,self-employed,married,basic.4y,19695
52,unemployed,married,high.school,19696
47,management,divorced,university.degree,19697
49,housemaid,married,basic.9y,19698
32,admin.,single,high.school,19699
49,housemaid,single,high.school,19700
50,blue-collar,married,basic.9y,19701
34,services,married,high.school,19702
55,blue-collar,married,basic.4y,19703
47,technician,single,basic.9y,19704
51,retired,married,professional.course,19705
47,blue-collar,married,basic.6y,19706
56,technician,married,basic.4y,19707
53,admin.,married,basic.9y,19708
36,blue-collar,married,basic.9y,19709
42,blue-collar,divorced,basic.9y,19710
44,blue-collar,divorced,basic.6y,19711
39,housemaid,married,basic.9y,19712
37,admin.,single,high.school,19713
60,blue-collar,married,unknown,19714
36,services,married,high.school,19715
42,management,divorced,university.degree,19716
31,admin.,married,high.school,19717
53,technician,divorced,professional.course,19718
45,blue-collar,married,basic.4y,19719
37,technician,single,professional.course,19720
47,self-employed,married,professional.course,19721
49,blue-collar,divorced,high.school,19722
36,admin.,married,university.degree,19723
35,services,divorced,high.school,19724
38,unknown,married,unknown,19725
38,services,single,high.school,19726
50,blue-collar,divorced,high.school,19727
59,retired,married,professional.course,19728
43,unknown,married,unknown,19729
42,admin.,married,high.school,19730
40,admin.,married,basic.6y,19731
46,blue-collar,married,unknown,19732
57,housemaid,divorced,basic.4y,19733
42,admin.,married,university.degree,19734
41,blue-collar,married,basic.4y,19735
54,management,divorced,university.degree,19736
27,admin.,single,university.degree,19737
36,admin.,married,high.school,19738
58,blue-collar,married,professional.course,19739
40,management,married,university.degree,19740
34,admin.,single,basic.9y,19741
33,admin.,divorced,high.school,19742
56,retired,married,basic.6y,19743
42,blue-collar,married,basic.9y,19744
43,services,married,high.school,19745
54,management,single,basic.9y,19746
53,admin.,single,basic.6y,19747
42,technician,single,unknown,19748
40,services,married,basic.6y,19749
54,technician,married,professional.course,19750
40,housemaid,single,professional.course,19751
26,admin.,single,university.degree,19752
33,admin.,married,high.school,19753
35,blue-collar,married,basic.9y,19754
36,admin.,married,high.school,19755
29,services,single,high.school,19756
36,blue-collar,married,basic.9y,19757
35,management,married,high.school,19758
33,admin.,married,high.school,19759
33,admin.,married,high.school,19760
27,blue-collar,single,basic.6y,19761
42,technician,married,high.school,19762
43,admin.,divorced,basic.9y,19763
42,admin.,married,university.degree,19764
27,blue-collar,single,basic.6y,19765
34,self-employed,single,university.degree,19766
31,student,single,university.degree,19767
54,management,divorced,university.degree,19768
40,self-employed,married,basic.4y,19769
52,unemployed,married,high.school,19770
47,management,divorced,university.degree,19771
49,housemaid,married,basic.9y,19772
32,admin.,single,high.school,19773
49,housemaid,single,high.school,19774
50,blue-collar,married,basic.9y,19775
34,services,married,high.school,19776
55,blue-collar,married,basic.4y,19777
47,technician,single,basic.9y,19778
51,retired,married,professional.course,19779
47,blue-collar,married,basic.6y,19780
56,technician,married,basic.4y,19781
53,admin.,married,basic.9y,19782
36,blue-collar,married,basic.9y,19783
42,blue-collar,divorced,basic.9y,19784
44,blue-collar,divorced,basic.6y,19785
39,housemaid,married,basic.9y,19786
37,admin.,single,high.school,19787
60,blue-collar,married,unknown,19788
36,services,married,high.school,19789
42,management,divorced,university.degree,19790
31,admin.,married,high.school,19791
53,technician,divorced,professional.course,19792
45,blue-collar,married,basic.4y,19793
37,technician,single,professional.course,19794
47,self-employed,married,professional.course,19795
49,blue-collar,divorced,high.school,19796
36,admin.,married,university.degree,19797
35,services,divorced,high.school,19798
38,unknown,married,unknown,19799
38,services,single,high.school,19800
50,blue-collar,divorced,high.school,19801
59,retired,married,professional.course,19802
43,unknown,married,unknown,19803
42,admin.,married,high.school,19804
40,admin.,married,basic.6y,19805
46,blue-collar,married,unknown,19806
57,housemaid,divorced,basic.4y,19807
42,admin.,married,university.degree,19808
41,blue-collar,married,basic.4y,19809
54,management,divorced,university.degree,19810
27,admin.,single,university.degree,19811
36,admin.,married,high.school,19812
58,blue-collar,married,professional.course,19813
40,management,married,university.degree,19814
34,admin.,single,basic.9y,19815
33,admin.,divorced,high.school,19816
56,retired,married,basic.6y,19817
42,blue-collar,married,basic.9y,19818
43,services,married,high.school,19819
54,management,single,basic.9y,19820
53,admin.,single,basic.6y,19821
42,technician,single,unknown,19822
40,services,married,basic.6y,19823
54,technician,married,professional.course,19824
40,housemaid,single,professional.course,19825
26,admin.,single,university.degree,19826
33,admin.,married,high.school,19827
35,blue-collar,married,basic.9y,19828
36,admin.,married,high.school,19829
29,services,single,high.school,19830
36,blue-collar,married,basic.9y,19831
35,management,married,high.school,19832
33,admin.,married,high.school,19833
33,admin.,married,high.school,19834
27,blue-collar,single,basic.6y,19835
42,technician,married,high.school,19836
43,admin.,divorced,basic.9y,19837
42,admin.,married,university.degree,19838
27,blue-collar,single,basic.6y,19839
34,self-employed,single,university.degree,19840
31,student,single,university.degree,19841
54,management,divorced,university.degree,19842
40,self-employed,married,basic.4y,19843
52,unemployed,married,high.school,19844
47,management,divorced,university.degree,19845
49,housemaid,married,basic.9y,19846
32,admin.,single,high.school,19847
49,housemaid,single,high.school,19848
50,blue-collar,married,basic.9y,19849
34,services,married,high.school,19850
55,blue-collar,married,basic.4y,19851
47,technician,single,basic.9y,19852
51,retired,married,professional.course,19853
47,blue-collar,married,basic.6y,19854
56,technician,married,basic.4y,19855
53,admin.,married,basic.9y,19856
36,blue-collar,married,basic.9y,19857
42,blue-collar,divorced,basic.9y,19858
44,blue-collar,divorced,basic.6y,19859
39,housemaid,married,basic.9y,19860
37,admin.,single,high.school,19861
60,blue-collar,married,unknown,19862
36,services,married,high.school,19863
42,management,divorced,university.degree,19864
31,admin.,married,high.school,19865
53,technician,divorced,professional.course,19866
45,blue-collar,married,basic.4y,19867
37,technician,single,professional.course,19868
47,self-employed,married,professional.course,19869
49,blue-collar,divorced,high.school,19870
36,admin.,married,university.degree,19871
35,services,divorced,high.school,19872
38,unknown,married,unknown,19873
38,services,single,high.school,19874
50,blue-collar,divorced,high.school,19875
59,retired,married,professional.course,19876
43,unknown,married,unknown,19877
42,admin.,married,high.school,19878
40,admin.,married,basic.6y,19879
46,blue-collar,married,unknown,19880
57,housemaid,divorced,basic.4y,19881
42,admin.,married,university.degree,19882
41,blue-collar,married,basic.4y,19883
54,management,divorced,university.degree,19884
27,admin.,single,university.degree,19885
36,admin.,married,high.school,19886
58,blue-collar,married,professional.course,19887
40,management,married,university.degree,19888
34,admin.,single,basic.9y,19889
33,admin.,divorced,high.school,19890
56,retired,married,basic.6y,19891
42,blue-collar,married,basic.9y,19892
43,services,married,high.school,19893
54,management,single,basic.9y,19894
53,admin.,single,basic.6y,19895
42,technician,single,unknown,19896
40,services,married,basic.6y,19897
54,technician,married,professional.course,19898
40,housemaid,single,professional.course,19899
26,admin.,single,university.degree,19900
33,admin.,married,high.school,19901
35,blue-collar,married,basic.9y,19902
36,admin.,married,high.school,19903
29,services,single,high.school,19904
36,blue-collar,married,basic.9y,19905
35,management,married,high.school,19906
33,admin.,married,high.school,19907
33,admin.,married,high.school,19908
27,blue-collar,single,basic.6y,19909
42,technician,married,high.school,19910
43,admin.,divorced,basic.9y,19911
42,admin.,married,university.degree,19912
27,blue-collar,single,basic.6y,19913
34,self-employed,single,university.degree,19914
31,student,single,university.degree,19915
54,management,divorced,university.degree,19916
40,self-employed,married,basic.4y,19917
52,unemployed,married,high.school,19918
47,management,divorced,university.degree,19919
49,housemaid,married,basic.9y,19920
32,admin.,single,high.school,19921
49,housemaid,single,high.school,19922
50,blue-collar,married,basic.9y,19923
34,services,married,high.school,19924
55,blue-collar,married,basic.4y,19925
47,technician,single,basic.9y,19926
51,retired,married,professional.course,19927
47,blue-collar,married,basic.6y,19928
56,technician,married,basic.4y,19929
53,admin.,married,basic.9y,19930
36,blue-collar,married,basic.9y,19931
42,blue-collar,divorced,basic.9y,19932
44,blue-collar,divorced,basic.6y,19933
39,housemaid,married,basic.9y,19934
37,admin.,single,high.school,19935
60,blue-collar,married,unknown,19936
36,services,married,high.school,19937
42,management,divorced,university.degree,19938
31,admin.,married,high.school,19939
53,technician,divorced,professional.course,19940
45,blue-collar,married,basic.4y,19941
37,technician,single,professional.course,19942
47,self-employed,married,professional.course,19943
49,blue-collar,divorced,high.school,19944
36,admin.,married,university.degree,19945
35,services,divorced,high.school,19946
38,unknown,married,unknown,19947
38,services,single,high.school,19948
50,blue-collar,divorced,high.school,19949
59,retired,married,professional.course,19950
43,unknown,married,unknown,19951
42,admin.,married,high.school,19952
40,admin.,married,basic.6y,19953
46,blue-collar,married,unknown,19954
57,housemaid,divorced,basic.4y,19955
42,admin.,married,university.degree,19956
41,blue-collar,married,basic.4y,19957
54,management,divorced,university.degree,19958
27,admin.,single,university.degree,19959
36,admin.,married,high.school,19960
58,blue-collar,married,professional.course,19961
40,management,married,university.degree,19962
34,admin.,single,basic.9y,19963
33,admin.,divorced,high.school,19964
56,retired,married,basic.6y,19965
42,blue-collar,married,basic.9y,19966
43,services,married,high.school,19967
54,management,single,basic.9y,19968
53,admin.,single,basic.6y,19969
42,technician,single,unknown,19970
40,services,married,basic.6y,19971
54,technician,married,professional.course,19972
40,housemaid,single,professional.course,19973
26,admin.,single,university.degree,19974
33,admin.,married,high.school,19975
35,blue-collar,married,basic.9y,19976
36,admin.,married,high.school,19977
29,services,single,high.school,19978
36,blue-collar,married,basic.9y,19979
35,management,married,high.school,19980
33,admin.,married,high.school,19981
33,admin.,married,high.school,19982
27,blue-collar,single,basic.6y,19983
42,technician,married,high.school,19984
43,admin.,divorced,basic.9y,19985
42,admin.,married,university.degree,19986
27,blue-collar,single,basic.6y,19987
34,self-employed,single,university.degree,19988
31,student,single,university.degree,19989
54,management,divorced,university.degree,19990
40,self-employed,married,basic.4y,19991
52,unemployed,married,high.school,19992
47,management,divorced,university.degree,19993
49,housemaid,married,basic.9y,19994
32,admin.,single,high.school,19995
49,housemaid,single,high.school,19996
50,blue-collar,married,basic.9y,19997
34,services,married,high.school,19998
55,blue-collar,married,basic.4y,19999
47,technician,single,basic.9y,20000
51,retired,married,professional.course,20001
47,blue-collar,married,basic.6y,20002
56,technician,married,basic.4y,20003
53,admin.,married,basic.9y,20004
36,blue-collar,married,basic.9y,20005
42,blue-collar,divorced,basic.9y,20006
44,blue-collar,divorced,basic.6y,20007
39,housemaid,married,basic.9y,20008
37,admin.,single,high.school,20009
60,blue-collar,married,unknown,20010
36,services,married,high.school,20011
42,management,divorced,university.degree,20012
31,admin.,married,high.school,20013
53,technician,divorced,professional.course,20014
45,blue-collar,married,basic.4y,20015
37,technician,single,professional.course,20016
47,self-employed,married,professional.course,20017
49,blue-collar,divorced,high.school,20018
36,admin.,married,university.degree,20019
35,services,divorced,high.school,20020
38,unknown,married,unknown,20021
38,services,single,high.school,20022
50,blue-collar,divorced,high.school,20023
59,retired,married,professional.course,20024
43,unknown,married,unknown,20025
42,admin.,married,high.school,20026
40,admin.,married,basic.6y,20027
46,blue-collar,married,unknown,20028
57,housemaid,divorced,basic.4y,20029
42,admin.,married,university.degree,20030
41,blue-collar,married,basic.4y,20031
54,management,divorced,university.degree,20032
27,admin.,single,university.degree,20033
36,admin.,married,high.school,20034
58,blue-collar,married,professional.course,20035
40,management,married,university.degree,20036
34,admin.,single,basic.9y,20037
33,admin.,divorced,high.school,20038
56,retired,married,basic.6y,20039
42,blue-collar,married,basic.9y,20040
43,services,married,high.school,20041
54,management,single,basic.9y,20042
53,admin.,single,basic.6y,20043
42,technician,single,unknown,20044
40,services,married,basic.6y,20045
54,technician,married,professional.course,20046
40,housemaid,single,professional.course,20047
26,admin.,single,university.degree,20048
33,admin.,married,high.school,20049
35,blue-collar,married,basic.9y,20050
36,admin.,married,high.school,20051
29,services,single,high.school,20052
36,blue-collar,married,basic.9y,20053
35,management,married,high.school,20054
33,admin.,married,high.school,20055
33,admin.,married,high.school,20056
27,blue-collar,single,basic.6y,20057
42,technician,married,high.school,20058
43,admin.,divorced,basic.9y,20059
42,admin.,married,university.degree,20060
27,blue-collar,single,basic.6y,20061
34,self-employed,single,university.degree,20062
31,student,single,university.degree,20063
54,management,divorced,university.degree,20064
40,self-employed,married,basic.4y,20065
52,unemployed,married,high.school,20066
47,management,divorced,university.degree,20067
49,housemaid,married,basic.9y,20068
32,admin.,single,high.school,20069
49,housemaid,single,high.school,20070
50,blue-collar,married,basic.9y,20071
34,services,married,high.school,20072
55,blue-collar,married,basic.4y,20073
47,technician,single,basic.9y,20074
51,retired,married,professional.course,20075
47,blue-collar,married,basic.6y,20076
56,technician,married,basic.4y,20077
53,admin.,married,basic.9y,20078
36,blue-collar,married,basic.9y,20079
42,blue-collar,divorced,basic.9y,20080
44,blue-collar,divorced,basic.6y,20081
39,housemaid,married,basic.9y,20082
37,admin.,single,high.school,20083
60,blue-collar,married,unknown,20084
36,services,married,high.school,20085
42,management,divorced,university.degree,20086
31,admin.,married,high.school,20087
53,technician,divorced,professional.course,20088
45,blue-collar,married,basic.4y,20089
37,technician,single,professional.course,20090
47,self-employed,married,professional.course,20091
49,blue-collar,divorced,high.school,20092
36,admin.,married,university.degree,20093
35,services,divorced,high.school,20094
38,unknown,married,unknown,20095
38,services,single,high.school,20096
50,blue-collar,divorced,high.school,20097
59,retired,married,professional.course,20098
43,unknown,married,unknown,20099
42,admin.,married,high.school,20100
40,admin.,married,basic.6y,20101
46,blue-collar,married,unknown,20102
57,housemaid,divorced,basic.4y,20103
42,admin.,married,university.degree,20104
41,blue-collar,married,basic.4y,20105
54,management,divorced,university.degree,20106
27,admin.,single,university.degree,20107
36,admin.,married,high.school,20108
58,blue-collar,married,professional.course,20109
40,management,married,university.degree,20110
34,admin.,single,basic.9y,20111
33,admin.,divorced,high.school,20112
56,retired,married,basic.6y,20113
42,blue-collar,married,basic.9y,20114
43,services,married,high.school,20115
54,management,single,basic.9y,20116
53,admin.,single,basic.6y,20117
42,technician,single,unknown,20118
40,services,married,basic.6y,20119
54,technician,married,professional.course,20120
40,housemaid,single,professional.course,20121
26,admin.,single,university.degree,20122
33,admin.,married,high.school,20123
35,blue-collar,married,basic.9y,20124
36,admin.,married,high.school,20125
29,services,single,high.school,20126
36,blue-collar,married,basic.9y,20127
35,management,married,high.school,20128
33,admin.,married,high.school,20129
33,admin.,married,high.school,20130
27,blue-collar,single,basic.6y,20131
42,technician,married,high.school,20132
43,admin.,divorced,basic.9y,20133
42,admin.,married,university.degree,20134
27,blue-collar,single,basic.6y,20135
34,self-employed,single,university.degree,20136
31,student,single,university.degree,20137
54,management,divorced,university.degree,20138
40,self-employed,married,basic.4y,20139
52,unemployed,married,high.school,20140
47,management,divorced,university.degree,20141
49,housemaid,married,basic.9y,20142
32,admin.,single,high.school,20143
49,housemaid,single,high.school,20144
50,blue-collar,married,basic.9y,20145
34,services,married,high.school,20146
55,blue-collar,married,basic.4y,20147
47,technician,single,basic.9y,20148
51,retired,married,professional.course,20149
47,blue-collar,married,basic.6y,20150
56,technician,married,basic.4y,20151
53,admin.,married,basic.9y,20152
36,blue-collar,married,basic.9y,20153
42,blue-collar,divorced,basic.9y,20154
44,blue-collar,divorced,basic.6y,20155
39,housemaid,married,basic.9y,20156
37,admin.,single,high.school,20157
60,blue-collar,married,unknown,20158
36,services,married,high.school,20159
42,management,divorced,university.degree,20160
31,admin.,married,high.school,20161
53,technician,divorced,professional.course,20162
45,blue-collar,married,basic.4y,20163
37,technician,single,professional.course,20164
47,self-employed,married,professional.course,20165
49,blue-collar,divorced,high.school,20166
36,admin.,married,university.degree,20167
35,services,divorced,high.school,20168
38,unknown,married,unknown,20169
38,services,single,high.school,20170
50,blue-collar,divorced,high.school,20171
59,retired,married,professional.course,20172
43,unknown,married,unknown,20173
42,admin.,married,high.school,20174
40,admin.,married,basic.6y,20175
46,blue-collar,married,unknown,20176
57,housemaid,divorced,basic.4y,20177
42,admin.,married,university.degree,20178
41,blue-collar,married,basic.4y,20179
54,management,divorced,university.degree,20180
27,admin.,single,university.degree,20181
36,admin.,married,high.school,20182
58,blue-collar,married,professional.course,20183
40,management,married,university.degree,20184
34,admin.,single,basic.9y,20185
33,admin.,divorced,high.school,20186
56,retired,married,basic.6y,20187
42,blue-collar,married,basic.9y,20188
43,services,married,high.school,20189
54,management,single,basic.9y,20190
53,admin.,single,basic.6y,20191
42,technician,single,unknown,20192
40,services,married,basic.6y,20193
54,technician,married,professional.course,20194
40,housemaid,single,professional.course,20195
26,admin.,single,university.degree,20196
33,admin.,married,high.school,20197
35,blue-collar,married,basic.9y,20198
36,admin.,married,high.school,20199
29,services,single,high.school,20200
36,blue-collar,married,basic.9y,20201
35,management,married,high.school,20202
33,admin.,married,high.school,20203
33,admin.,married,high.school,20204
27,blue-collar,single,basic.6y,20205
42,technician,married,high.school,20206
43,admin.,divorced,basic.9y,20207
42,admin.,married,university.degree,20208
27,blue-collar,single,basic.6y,20209
34,self-employed,single,university.degree,20210
31,student,single,university.degree,20211
54,management,divorced,university.degree,20212
40,self-employed,married,basic.4y,20213
52,unemployed,married,high.school,20214
47,management,divorced,university.degree,20215
49,housemaid,married,basic.9y,20216
32,admin.,single,high.school,20217
49,housemaid,single,high.school,20218
50,blue-collar,married,basic.9y,20219
34,services,married,high.school,20220
55,blue-collar,married,basic.4y,20221
47,technician,single,basic.9y,20222
51,retired,married,professional.course,20223
47,blue-collar,married,basic.6y,20224
56,technician,married,basic.4y,20225
53,admin.,married,basic.9y,20226
36,blue-collar,married,basic.9y,20227
42,blue-collar,divorced,basic.9y,20228
44,blue-collar,divorced,basic.6y,20229
39,housemaid,married,basic.9y,20230
37,admin.,single,high.school,20231
60,blue-collar,married,unknown,20232
36,services,married,high.school,20233
42,management,divorced,university.degree,20234
31,admin.,married,high.school,20235
53,technician,divorced,professional.course,20236
45,blue-collar,married,basic.4y,20237
37,technician,single,professional.course,20238
47,self-employed,married,professional.course,20239
49,blue-collar,divorced,high.school,20240
36,admin.,married,university.degree,20241
35,services,divorced,high.school,20242
38,unknown,married,unknown,20243
38,services,single,high.school,20244
50,blue-collar,divorced,high.school,20245
59,retired,married,professional.course,20246
43,unknown,married,unknown,20247
42,admin.,married,high.school,20248
40,admin.,married,basic.6y,20249
46,blue-collar,married,unknown,20250
57,housemaid,divorced,basic.4y,20251
42,admin.,married,university.degree,20252
41,blue-collar,married,basic.4y,20253
54,management,divorced,university.degree,20254
27,admin.,single,university.degree,20255
36,admin.,married,high.school,20256
58,blue-collar,married,professional.course,20257
40,management,married,university.degree,20258
34,admin.,single,basic.9y,20259
33,admin.,divorced,high.school,20260
56,retired,married,basic.6y,20261
42,blue-collar,married,basic.9y,20262
43,services,married,high.school,20263
54,management,single,basic.9y,20264
53,admin.,single,basic.6y,20265
42,technician,single,unknown,20266
40,services,married,basic.6y,20267
54,technician,married,professional.course,20268
40,housemaid,single,professional.course,20269
26,admin.,single,university.degree,20270
33,admin.,married,high.school,20271
35,blue-collar,married,basic.9y,20272
36,admin.,married,high.school,20273
29,services,single,high.school,20274
36,blue-collar,married,basic.9y,20275
35,management,married,high.school,20276
33,admin.,married,high.school,20277
33,admin.,married,high.school,20278
27,blue-collar,single,basic.6y,20279
42,technician,married,high.school,20280
43,admin.,divorced,basic.9y,20281
42,admin.,married,university.degree,20282
27,blue-collar,single,basic.6y,20283
34,self-employed,single,university.degree,20284
31,student,single,university.degree,20285
54,management,divorced,university.degree,20286
40,self-employed,married,basic.4y,20287
52,unemployed,married,high.school,20288
47,management,divorced,university.degree,20289
49,housemaid,married,basic.9y,20290
32,admin.,single,high.school,20291
49,housemaid,single,high.school,20292
50,blue-collar,married,basic.9y,20293
34,services,married,high.school,20294
55,blue-collar,married,basic.4y,20295
47,technician,single,basic.9y,20296
51,retired,married,professional.course,20297
47,blue-collar,married,basic.6y,20298
56,technician,married,basic.4y,20299
53,admin.,married,basic.9y,20300
36,blue-collar,married,basic.9y,20301
42,blue-collar,divorced,basic.9y,20302
44,blue-collar,divorced,basic.6y,20303
39,housemaid,married,basic.9y,20304
37,admin.,single,high.school,20305
60,blue-collar,married,unknown,20306
36,services,married,high.school,20307
42,management,divorced,university.degree,20308
31,admin.,married,high.school,20309
53,technician,divorced,professional.course,20310
45,blue-collar,married,basic.4y,20311
37,technician,single,professional.course,20312
47,self-employed,married,professional.course,20313
49,blue-collar,divorced,high.school,20314
36,admin.,married,university.degree,20315
35,services,divorced,high.school,20316
38,unknown,married,unknown,20317
38,services,single,high.school,20318
50,blue-collar,divorced,high.school,20319
59,retired,married,professional.course,20320
43,unknown,married,unknown,20321
42,admin.,married,high.school,20322
40,admin.,married,basic.6y,20323
46,blue-collar,married,unknown,20324
57,housemaid,divorced,basic.4y,20325
42,admin.,married,university.degree,20326
41,blue-collar,married,basic.4y,20327
54,management,divorced,university.degree,20328
27,admin.,single,university.degree,20329
36,admin.,married,high.school,20330
58,blue-collar,married,professional.course,20331
40,management,married,university.degree,20332
34,admin.,single,basic.9y,20333
33,admin.,divorced,high.school,20334
56,retired,married,basic.6y,20335
42,blue-collar,married,basic.9y,20336
43,services,married,high.school,20337
54,management,single,basic.9y,20338
53,admin.,single,basic.6y,20339
42,technician,single,unknown,20340
40,services,married,basic.6y,20341
54,technician,married,professional.course,20342
